source,target,date
dhsi_crow,DHSI_fern,07/06/2019 00:00:23
dhsi_crow,RavynnKaMia,06/06/2019 23:58:00
dhsi_crow,DHSI_Raven,06/06/2019 23:58:00
dhsi_crow,DHSI_fern,06/06/2019 23:58:00
rustenburg_J,crosehistorian,06/06/2019 23:53:05
dhsi_crow,RavynnKaMia,06/06/2019 23:52:51
dhsi_crow,DHSI_Raven,06/06/2019 23:52:51
rustenburg_J,crosehistorian,06/06/2019 23:52:23
dhsi_crow,RavynnKaMia,06/06/2019 23:49:00
HeatherVHill,chris_friend,06/06/2019 23:47:33
dhsi_crow,RavynnKaMia,06/06/2019 23:47:05
dhsi_crow,RavynnKaMia,06/06/2019 23:46:08
ThomasRohrer216,RavynnKaMia,06/06/2019 23:44:19
dhsi_crow,RavynnKaMia,06/06/2019 23:43:18
verogomezphd,jonheggestad,06/06/2019 23:42:32
arungapatchka,RavynnKaMia,06/06/2019 23:39:21
arungapatchka,ProfessorTMR,06/06/2019 23:39:21
arungapatchka,burnedprof,06/06/2019 23:39:21
friede,RavynnKaMia,06/06/2019 23:39:05
dhsi_crow,RavynnKaMia,06/06/2019 23:38:42
kate_thornhill,Gaymerbrarian,06/06/2019 23:38:06
kate_thornhill,HeatherVHill,06/06/2019 23:38:06
kate_thornhill,chris_friend,06/06/2019 23:38:06
shima_mossa,paularcurtis,06/06/2019 23:37:40
shima_mossa,HuTimeJP,06/06/2019 23:37:40
Gaymerbrarian,kate_thornhill,06/06/2019 23:35:02
Gaymerbrarian,HeatherVHill,06/06/2019 23:35:02
Gaymerbrarian,chris_friend,06/06/2019 23:35:02
James_A_Benn,AmldavisAnn,06/06/2019 23:34:26
RossNalubega,RavynnKaMia,06/06/2019 23:34:03
mdesjardin,paularcurtis,06/06/2019 23:30:13
mdesjardin,HuTimeJP,06/06/2019 23:30:13
arungapatchka,RavynnKaMia,06/06/2019 23:28:56
arungapatchka,ProfessorTMR,06/06/2019 23:28:56
DHInstitute,AlyssaA_DHSI,06/06/2019 23:26:31
kate_thornhill,HeatherVHill,06/06/2019 23:24:21
kate_thornhill,chris_friend,06/06/2019 23:24:21
HeatherVHill,chris_friend,06/06/2019 23:21:52
arungapatchka,RavynnKaMia,06/06/2019 23:21:04
arungapatchka,ProfessorTMR,06/06/2019 23:21:04
megwils0n,Gaymerbrarian,06/06/2019 23:20:17
HeatherVHill,chris_friend,06/06/2019 23:19:55
RossNalubega,RavynnKaMia,06/06/2019 23:19:07
HeatherVHill,chris_friend,06/06/2019 23:15:15
HeatherVHill,chris_friend,06/06/2019 23:15:15
arungapatchka,RavynnKaMia,06/06/2019 23:15:08
Gaymerbrarian,RavynnKaMia,06/06/2019 23:08:40
ETCLatUVic,patriciaypang,06/06/2019 23:07:31
theknottyferret,patriciaypang,06/06/2019 22:58:59
arungapatchka,warmaiden,06/06/2019 22:58:40
UEADHi,lisejaillant,06/06/2019 22:57:47
AlyssaA_DHSI,ETCLatUVic,06/06/2019 22:47:55
janniaragon,dhsi_crow,06/06/2019 22:46:56
ETCLatUVic,dhsi_crow,06/06/2019 22:40:59
DHInstitute,ETCLatUVic,06/06/2019 22:32:33
DHInstitute,ETCLatUVic,06/06/2019 22:20:53
DHInstitute,RavynnKaMia,06/06/2019 22:20:53
KanoYasuyuki,paularcurtis,06/06/2019 22:20:17
KanoYasuyuki,yuta1984,06/06/2019 22:20:17
KanoYasuyuki,CloudHonkoku,06/06/2019 22:20:17
arungapatchka,alothian,06/06/2019 22:19:57
CloudHonkoku,paularcurtis,06/06/2019 22:19:21
CloudHonkoku,yuta1984,06/06/2019 22:19:21
CloudHonkoku,CloudHonkoku,06/06/2019 22:19:21
paularcurtis,yuta1984,06/06/2019 22:17:21
paularcurtis,CloudHonkoku,06/06/2019 22:17:21
paularcurtis,yuta1984,06/06/2019 22:17:21
paularcurtis,CloudHonkoku,06/06/2019 22:17:21
AlyssaA_DHSI,leahhenrickson,06/06/2019 22:02:53
JimMc_Grath,RavynnKaMia,06/06/2019 22:02:46
j0_0n,AlternateDhsis,06/06/2019 22:01:13
ETCLatUVic,leahhenrickson,06/06/2019 21:58:53
ETCLatUVic,crosehistorian,06/06/2019 21:39:55
janniaragon,poetry_digital,06/06/2019 21:37:03
janniaragon,DHInstitute,06/06/2019 21:37:03
erinannmcc,symulation,06/06/2019 21:35:44
erinannmcc,symulation,06/06/2019 21:35:44
lhorinko,SteveZweibel,06/06/2019 21:13:37
lhorinko,mckinniburgh,06/06/2019 21:13:37
lhorinko,psmyth01,06/06/2019 21:13:37
lhorinko,j0_0n,06/06/2019 21:13:37
coteducation,MCorbettWilson,06/06/2019 21:09:40
vit4japon3sis,paularcurtis,06/06/2019 20:55:46
vit4japon3sis,yuta1984,06/06/2019 20:55:46
vit4japon3sis,CloudHonkoku,06/06/2019 20:55:46
michelethetweet,PokemonGoApp,06/06/2019 20:53:18
ken_bauer,MCorbettWilson,06/06/2019 20:42:40
mdesjardin,paularcurtis,06/06/2019 20:29:30
mdesjardin,yuta1984,06/06/2019 20:29:30
mdesjardin,CloudHonkoku,06/06/2019 20:29:30
AlyssaA_DHSI,crosehistorian,06/06/2019 20:23:49
DigtalHumanatee,profwernimont,06/06/2019 20:22:50
JudyMalloy,davegaertner,06/06/2019 20:19:12
librarialstudy,patriciaypang,06/06/2019 20:11:12
friede,davegaertner,06/06/2019 20:10:58
paularcurtis,yuta1984,06/06/2019 19:57:39
paularcurtis,CloudHonkoku,06/06/2019 19:57:39
AlternateDhsis,kieraobbard,06/06/2019 19:42:59
AnnHemingway,alici_auk,06/06/2019 19:34:31
PhillipHowells,Gaymerbrarian,06/06/2019 19:33:49
PhillipHowells,PhillipHowells,06/06/2019 19:33:49
michelethetweet,alici_auk,06/06/2019 19:30:06
librarianrover,alici_auk,06/06/2019 19:30:00
michelethetweet,arungapatchka,06/06/2019 19:11:06
Gaymerbrarian,MatthewVoll,06/06/2019 19:08:55
kshpatel,JessicaRajko,06/06/2019 19:08:43
arungapatchka,RavynnKaMia,06/06/2019 19:08:20
arungapatchka,GoogleATAP,06/06/2019 19:08:20
ChawlaSwati,RavynnKaMia,06/06/2019 19:07:17
RavynnKaMia,michacardenas,06/06/2019 19:06:04
MartynObbard,kieraobbard,06/06/2019 19:04:29
profwernimont,NazcaTheMad,06/06/2019 19:03:57
RavynnKaMia,arduino,06/06/2019 19:03:57
XLSalvador,arungapatchka,06/06/2019 19:00:04
XLSalvador,pmihailidis,06/06/2019 19:00:04
XLSalvador,sviotty,06/06/2019 19:00:04
profwernimont,NazcaTheMad,06/06/2019 18:56:25
arungapatchka,DavinHeckman,06/06/2019 18:53:57
arungapatchka,Apple,06/06/2019 18:53:57
ReEnvisionJapan,paularcurtis,06/06/2019 18:53:08
ReEnvisionJapan,satoru196,06/06/2019 18:53:08
praymurray,RavynnKaMia,06/06/2019 18:51:13
RavynnKaMia,lauragrayblair,06/06/2019 18:50:34
RavynnKaMia,lauragrayblair,06/06/2019 18:49:40
Gaymerbrarian,alici_auk,06/06/2019 18:49:36
Hillgartnerl1,kieraobbard,06/06/2019 18:48:21
colourspeak,kieraobbard,06/06/2019 18:47:26
DHInstitute,ETCLatUVic,06/06/2019 18:45:56
DHInstitute,UVSSFelicitas,06/06/2019 18:45:56
AlyssaA_DHSI,ETCLatUVic,06/06/2019 18:45:09
AlyssaA_DHSI,UVSSFelicitas,06/06/2019 18:45:09
arungapatchka,pmihailidis,06/06/2019 18:44:44
arungapatchka,sviotty,06/06/2019 18:44:44
RavynnKaMia,arbuckle_alyssa,06/06/2019 18:40:42
RavynnKaMia,dorothyk98,06/06/2019 18:40:42
ETCLatUVic,UVSSFelicitas,06/06/2019 18:35:57
AlyssaA_DHSI,Gaymerbrarian,06/06/2019 18:31:38
AlyssaA_DHSI,PhillipHowells,06/06/2019 18:31:38
AlyssaA_DHSI,Gaymerbrarian,06/06/2019 18:31:37
AlyssaA_DHSI,symulation,06/06/2019 18:31:37
chris_friend,HeatherVHill,06/06/2019 18:31:24
chris_friend,chris_friend,06/06/2019 18:31:24
chris_friend,friede,06/06/2019 18:30:17
poetry_digital,UVicEGSS,06/06/2019 18:29:05
poetry_digital,KKODonnell,06/06/2019 18:29:05
poetry_digital,lindseyseatter,06/06/2019 18:29:05
poetry_digital,UVicEnglGrad,06/06/2019 18:29:05
arungapatchka,AmldavisAnn,06/06/2019 18:27:58
dorothyk98,davegaertner,06/06/2019 18:25:50
Na_Pomaikai,RavynnKaMia,06/06/2019 18:24:16
Ponca_Found,NazcaTheMad,06/06/2019 18:23:48
AmldavisAnn,arungapatchka,06/06/2019 18:19:09
AmldavisAnn,arungapatchka,06/06/2019 18:19:09
JasonCKTham,davegaertner,06/06/2019 18:14:18
JasonCKTham,CLKCrompton,06/06/2019 18:14:18
lauragrayblair,RavynnKaMia,06/06/2019 18:14:07
ETCLatUVic,KKODonnell,06/06/2019 18:14:05
ETCLatUVic,UVicEGSS,06/06/2019 18:12:44
ETCLatUVic,KKODonnell,06/06/2019 18:12:44
ETCLatUVic,lindseyseatter,06/06/2019 18:12:44
ETCLatUVic,UVicEnglGrad,06/06/2019 18:12:44
arungapatchka,AmldavisAnn,06/06/2019 18:10:49
ETCLatUVic,Gaymerbrarian,06/06/2019 18:10:41
ETCLatUVic,Gaymerbrarian,06/06/2019 18:10:22
ETCLatUVic,symulation,06/06/2019 18:10:22
ETCLatUVic,Gaymerbrarian,06/06/2019 18:10:20
ETCLatUVic,PhillipHowells,06/06/2019 18:10:20
ETCLatUVic,Gaymerbrarian,06/06/2019 18:10:12
ETCLatUVic,Gaymerbrarian,06/06/2019 18:10:09
Gaymerbrarian,RavynnKaMia,06/06/2019 18:07:16
Gaymerbrarian,dorothyk98,06/06/2019 18:07:16
Gaymerbrarian,unsf_lorekeeper,06/06/2019 18:07:16
kataclyst,MCorbettWilson,06/06/2019 18:06:39
kataclyst,ken_bauer,06/06/2019 18:06:39
kataclyst,hypervisible,06/06/2019 18:06:39
HeatherVHill,chris_friend,06/06/2019 18:05:47
Gaymerbrarian,RavynnKaMia,06/06/2019 18:05:33
Gaymerbrarian,dorothyk98,06/06/2019 18:05:33
Ponca_Found,RavynnKaMia,06/06/2019 18:03:09
Gaymerbrarian,PhillipHowells,06/06/2019 18:02:15
Gaymerbrarian,symulation,06/06/2019 18:01:27
RavynnKaMia,dorothyk98,06/06/2019 18:01:15
PoeticsHeretic,davegaertner,06/06/2019 17:57:09
teslacariani,RavynnKaMia,06/06/2019 17:55:44
HeatherVHill,chris_friend,06/06/2019 17:49:06
paularcurtis,HuTimeJP,06/06/2019 17:45:52
knagasaki,AmldavisAnn,06/06/2019 17:38:46
goingpostale,HeatherVHill,06/06/2019 17:37:17
goingpostale,chris_friend,06/06/2019 17:37:17
goingpostale,chris_friend,06/06/2019 17:37:17
arungapatchka,AmldavisAnn,06/06/2019 17:33:16
HeatherVHill,chris_friend,06/06/2019 17:32:43
HeatherVHill,chris_friend,06/06/2019 17:25:49
friede,99piorg,06/06/2019 17:25:38
librarianlawson,AmldavisAnn,06/06/2019 17:24:37
terrainsvagues,RavynnKaMia,06/06/2019 17:23:29
DigtalHumanatee,lisejaillant,06/06/2019 17:22:58
UVicEGSS,KKODonnell,06/06/2019 17:22:28
UVicEGSS,lindseyseatter,06/06/2019 17:22:28
HeatherVHill,chris_friend,06/06/2019 17:21:20
thist_uzh,lisejaillant,06/06/2019 17:20:41
DHInstitute,lisejaillant,06/06/2019 17:20:24
DHInstitute,RavynnKaMia,06/06/2019 17:20:01
Real_Person_DH,RavynnKaMia,06/06/2019 17:16:25
Real_Person_DH,dorothyk98,06/06/2019 17:16:25
Real_Person_DH,Jessifer,06/06/2019 17:16:25
kaileyfukushima,poetry_digital,06/06/2019 17:16:11
kaileyfukushima,DHInstitute,06/06/2019 17:16:11
HeatherVHill,chris_friend,06/06/2019 17:15:27
HeatherVHill,chris_friend,06/06/2019 17:15:27
RavynnKaMia,anvcscalar,06/06/2019 17:11:50
RavynnKaMia,anvcscalar,06/06/2019 17:09:23
RavynnKaMia,dorothyk98,06/06/2019 17:06:46
RavynnKaMia,Jessifer,06/06/2019 17:06:46
boardman_claire,lisejaillant,06/06/2019 17:06:06
philotoff,MCorbettWilson,06/06/2019 16:59:50
philotoff,ken_bauer,06/06/2019 16:59:50
philotoff,hypervisible,06/06/2019 16:59:50
MCorbettWilson,dgrigar,06/06/2019 16:57:44
acaguy,MCorbettWilson,06/06/2019 16:56:49
acaguy,ken_bauer,06/06/2019 16:56:49
acaguy,hypervisible,06/06/2019 16:56:49
archaeoscape,MCorbettWilson,06/06/2019 16:51:18
archaeoscape,ken_bauer,06/06/2019 16:51:18
archaeoscape,hypervisible,06/06/2019 16:51:18
alisonfchapman,poetry_digital,06/06/2019 16:50:07
alisonfchapman,DHInstitute,06/06/2019 16:50:07
VicPoetryCaucus,poetry_digital,06/06/2019 16:49:32
VicPoetryCaucus,DHInstitute,06/06/2019 16:49:32
hypervisible,MCorbettWilson,06/06/2019 16:48:41
hypervisible,ken_bauer,06/06/2019 16:48:41
hypervisible,hypervisible,06/06/2019 16:48:41
MCorbettWilson,ken_bauer,06/06/2019 16:47:37
MCorbettWilson,hypervisible,06/06/2019 16:47:37
Adamson_CW,poetry_digital,06/06/2019 16:47:32
Adamson_CW,DHInstitute,06/06/2019 16:47:32
AlyssaA_DHSI,KKODonnell,06/06/2019 16:29:53
AlyssaA_DHSI,davegaertner,06/06/2019 16:28:35
AlyssaA_DHSI,poetry_digital,06/06/2019 16:27:39
AlyssaA_DHSI,DHInstitute,06/06/2019 16:27:39
sforrest,paularcurtis,06/06/2019 16:16:28
sforrest,satoru196,06/06/2019 16:16:28
paul_barrett,davegaertner,06/06/2019 16:05:52
poetry_digital,DHInstitute,06/06/2019 16:05:00
DHInstitute,RayS6,06/06/2019 16:01:18
ScholarLed,goingpostale,06/06/2019 15:29:01
ScholarLed,RavynnKaMia,06/06/2019 15:29:01
ScholarLed,DHQuarterly,06/06/2019 15:29:01
knagasaki,paularcurtis,06/06/2019 15:28:22
knagasaki,satoru196,06/06/2019 15:28:22
philmiletic,davegaertner,06/06/2019 15:25:24
oa_dog,goingpostale,06/06/2019 15:23:13
oa_dog,RavynnKaMia,06/06/2019 15:23:13
oa_dog,DHQuarterly,06/06/2019 15:23:13
anitaconchita,davegaertner,06/06/2019 15:21:28
profwernimont,davegaertner,06/06/2019 15:21:01
RavynnKaMia,RavynnKaMia,06/06/2019 15:18:15
RavynnKaMia,RavynnKaMia,06/06/2019 15:18:15
DHSI_fern,j0_0n,06/06/2019 14:24:42
DHSI_fern,psmyth01,06/06/2019 14:24:42
DHSI_fern,AnnPedtke,06/06/2019 14:24:42
mntcabe,paularcurtis,06/06/2019 14:22:01
mntcabe,satoru196,06/06/2019 14:22:01
mntcabe,paularcurtis,06/06/2019 14:22:01
mntcabe,satoru196,06/06/2019 14:22:01
mntcabe,paularcurtis,06/06/2019 14:05:36
mntcabe,knagasaki,06/06/2019 14:05:36
DHInstitute,KKODonnell,06/06/2019 13:59:25
Libitina2,RavynnKaMia,06/06/2019 13:36:34
Libitina2,RavynnKaMia,06/06/2019 13:36:34
eckropf,DJWrisley,06/06/2019 13:13:55
MidEastLibs,DJWrisley,06/06/2019 13:08:25
MidEastLibs,DJWrisley,06/06/2019 13:08:03
Libitina2,arungapatchka,06/06/2019 13:03:50
Libitina2,Apple,06/06/2019 13:03:50
JavaMajor,Hadro,06/06/2019 12:35:55
JavaMajor,Hadro,06/06/2019 12:35:55
Literature_Geek,RavynnKaMia,06/06/2019 11:57:18
Literature_Geek,dorothyk98,06/06/2019 11:54:11
Literature_Geek,dorothyk98,06/06/2019 11:54:11
TennysonSociety,VicPoetryCaucus,06/06/2019 10:29:19
AlvaroCuellarDH,jbyszuk,06/06/2019 09:11:51
MaciejEder,jbyszuk,06/06/2019 09:06:46
CERL_org,Hadro,06/06/2019 08:59:59
e_stanf,Hadro,06/06/2019 08:35:34
e_stanf,Hadro,06/06/2019 08:35:34
MRL57,Hadro,06/06/2019 07:44:27
DHSI_fern,AnnPedtke,06/06/2019 07:12:26
DHSI_fern,DHSI_fern,06/06/2019 07:12:26
AnnPedtke,DHSI_fern,06/06/2019 07:06:41
suz_paul,Hadro,06/06/2019 06:59:04
AnnPedtke,j0_0n,06/06/2019 06:57:26
AnnPedtke,mckinniburgh,06/06/2019 06:57:26
AnnPedtke,DHSI_fern,06/06/2019 06:57:26
j0_0n,psmyth01,06/06/2019 06:54:38
j0_0n,AnnPedtke,06/06/2019 06:54:38
j0_0n,mckinniburgh,06/06/2019 06:52:21
j0_0n,DHSI_fern,06/06/2019 06:52:21
julsraemy,Hadro,06/06/2019 06:46:44
JenProf,davegaertner,06/06/2019 06:43:55
theRealMcNeilly,davegaertner,06/06/2019 06:33:25
theRealMcNeilly,CLKCrompton,06/06/2019 06:33:25
theRealMcNeilly,davegaertner,06/06/2019 06:33:25
theRealMcNeilly,CLKCrompton,06/06/2019 06:33:25
AndyRose12,arungapatchka,06/06/2019 05:51:14
AndyRose12,Apple,06/06/2019 05:51:14
AndyRose12,arungapatchka,06/06/2019 05:50:23
mayleechai,arungapatchka,06/06/2019 05:37:42
dorothyk98,arungapatchka,06/06/2019 05:32:18
dorothyk98,arungapatchka,06/06/2019 05:32:07
dorothyk98,Apple,06/06/2019 05:32:07
dorothyk98,arungapatchka,06/06/2019 05:31:42
dorothyk98,arungapatchka,06/06/2019 05:31:36
dorothyk98,Esri,06/06/2019 05:31:36
dorothyk98,UPS,06/06/2019 05:31:36
dorothyk98,arungapatchka,06/06/2019 05:31:28
dorothyk98,arungapatchka,06/06/2019 05:31:07
dorothyk98,arungapatchka,06/06/2019 05:30:16
Hillgartnerl1,kieraobbard,06/06/2019 05:26:38
jackiolandtern,davegaertner,06/06/2019 05:26:38
jackiolandtern,CLKCrompton,06/06/2019 05:26:38
BettyRbl,davegaertner,06/06/2019 05:18:41
BettyRbl,CLKCrompton,06/06/2019 05:18:41
alisonfchapman,RavynnKaMia,06/06/2019 05:15:41
alisonfchapman,RavynnKaMia,06/06/2019 05:15:41
TiffChan29,davegaertner,06/06/2019 04:59:59
TiffChan29,CLKCrompton,06/06/2019 04:59:59
dorothyk98,kshpatel,06/06/2019 04:57:27
annetiquate,Hadro,06/06/2019 04:18:00
annetiquate,Hadro,06/06/2019 04:18:00
khepworth,church_c,06/06/2019 04:11:10
khepworth,songsthatsaved,06/06/2019 04:11:10
Jongkeyong_DH,jbyszuk,06/06/2019 04:10:59
ETreharne,davegaertner,06/06/2019 03:32:46
ETreharne,CLKCrompton,06/06/2019 03:32:46
RavynnKaMia,ETCLatUVic,06/06/2019 03:30:41
RavynnKaMia,RavynnKaMia,06/06/2019 03:30:41
ETCLatUVic,MatthewVoll,06/06/2019 03:25:02
ETCLatUVic,RavynnKaMia,06/06/2019 03:25:02
arungapatchka,kieraobbard,06/06/2019 03:22:54
arungapatchka,morganluu,06/06/2019 03:22:54
AlexWermerColan,davegaertner,06/06/2019 03:22:34
AlexWermerColan,CLKCrompton,06/06/2019 03:22:34
HelsinHashtags,Malentendre,06/06/2019 03:07:42
UBC_FNIS,davegaertner,06/06/2019 03:03:19
UBC_FNIS,CLKCrompton,06/06/2019 03:03:19
PoeticsHeretic,davegaertner,06/06/2019 02:56:21
PoeticsHeretic,CLKCrompton,06/06/2019 02:56:21
mimilambeales,unsf_lorekeeper,06/06/2019 02:26:59
mimilambeales,unsf_lorekeeper,06/06/2019 02:26:59
mimilambeales,dgrigar,06/06/2019 02:13:50
mimilambeales,TwilaBakker,06/06/2019 02:13:50
mimilambeales,dgrigar,06/06/2019 02:13:37
mimilambeales,dgrigar,06/06/2019 02:12:03
mimilambeales,dgrigar,06/06/2019 02:11:30
mimilambeales,dgrigar,06/06/2019 02:10:52
mimilambeales,criticalplayorg,06/06/2019 02:09:08
mimilambeales,seansmithcsulb,06/06/2019 02:06:00
mimilambeales,dgrigar,06/06/2019 02:06:00
mimilambeales,jddurno,06/06/2019 02:06:00
mimilambeales,davegaertner,06/06/2019 02:03:26
mimilambeales,CLKCrompton,06/06/2019 02:03:26
kshpatel,paularcurtis,06/06/2019 01:59:02
dgrigar,LudicScribbler,06/06/2019 01:48:41
dgrigar,JudyMalloy,06/06/2019 01:48:41
dgrigar,eliterature,06/06/2019 01:48:41
dgrigar,ELitLab,06/06/2019 01:48:41
goingpostale,Malentendre,06/06/2019 01:43:21
anitaconchita,RavynnKaMia,06/06/2019 01:33:56
anitaconchita,RavynnKaMia,06/06/2019 01:33:52
anitaconchita,RavynnKaMia,06/06/2019 01:33:50
anitaconchita,RavynnKaMia,06/06/2019 01:33:48
anitaconchita,RavynnKaMia,06/06/2019 01:33:45
anitaconchita,RavynnKaMia,06/06/2019 01:33:39
anitaconchita,RavynnKaMia,06/06/2019 01:33:31
kieraobbard,Hillgartnerl1,06/06/2019 01:31:12
ERLathrop,RavynnKaMia,06/06/2019 01:29:13
dorothyk98,RavynnKaMia,06/06/2019 01:25:47
dorothyk98,RavynnKaMia,06/06/2019 01:25:44
dorothyk98,RavynnKaMia,06/06/2019 01:25:41
dorothyk98,RavynnKaMia,06/06/2019 01:25:38
dorothyk98,RavynnKaMia,06/06/2019 01:25:36
dorothyk98,RavynnKaMia,06/06/2019 01:25:33
dorothyk98,RavynnKaMia,06/06/2019 01:25:30
dorothyk98,pastelcathedral,06/06/2019 01:24:55
4humCSUN,morganluu,06/06/2019 01:20:39
seansmithcsulb,dgrigar,06/06/2019 01:13:44
seansmithcsulb,jddurno,06/06/2019 01:13:44
AlyssaA_DHSI,RayS6,06/06/2019 01:06:13
Hebemania,HeatherVHill,06/06/2019 01:02:56
Hebemania,HeatherVHill,06/06/2019 01:02:41
dgrigar,dtcv,06/06/2019 01:00:56
unsf_lorekeeper,Gaymerbrarian,06/06/2019 00:58:00
unsf_lorekeeper,TamoraPierce,06/06/2019 00:58:00
RossNalubega,RavynnKaMia,06/06/2019 00:46:27
RossNalubega,RavynnKaMia,06/06/2019 00:44:19
juliawants,davegaertner,06/06/2019 00:43:41
juliawants,CLKCrompton,06/06/2019 00:43:41
ETCLatUVic,RayS6,06/06/2019 00:41:42
csdhschn,CLKCrompton,06/06/2019 00:39:39
csdhschn,davegaertner,06/06/2019 00:39:39
csdhschn,chelseamiya,06/06/2019 00:39:39
csdhschn,antimony27,06/06/2019 00:39:39
unsf_lorekeeper,Twi1000x2,06/06/2019 00:39:18
arungapatchka,RavynnKaMia,06/06/2019 00:34:52
arungapatchka,Esri,06/06/2019 00:34:52
arungapatchka,ArcGISOnline,06/06/2019 00:34:52
GrubStreetWomen,Ponca_Found,06/06/2019 00:31:25
CLKCrompton,davegaertner,06/06/2019 00:30:41
CLKCrompton,chelseamiya,06/06/2019 00:30:41
CLKCrompton,antimony27,06/06/2019 00:30:41
ShawnaRoss,pastelcathedral,06/06/2019 00:26:53
sharonmleon,RavynnKaMia,06/06/2019 00:19:24
janniaragon,davegaertner,06/06/2019 00:19:10
janniaragon,CLKCrompton,06/06/2019 00:19:10
brea_escamilla,RavynnKaMia,06/06/2019 00:17:34
friede,RavynnKaMia,06/06/2019 00:17:10
DHInstitute,RayS6,06/06/2019 00:09:28
EcrisisHotline,HeatherVHill,06/06/2019 00:08:55
anitaconchita,davegaertner,06/06/2019 00:06:24
anitaconchita,CLKCrompton,06/06/2019 00:06:24
erinannmcc,AlternateDhsis,06/06/2019 00:03:17
CCA_ACdC,corinamacd,05/06/2019 23:52:53
CCA_ACdC,CCA_ACdC,05/06/2019 23:52:53
Hebemania,arungapatchka,05/06/2019 23:50:30
RavynnKaMia,williamandmary,05/06/2019 23:49:41
RavynnKaMia,jlcjess,05/06/2019 23:49:41
RavynnKaMia,katecrawford,05/06/2019 23:49:41
Hebemania,arungapatchka,05/06/2019 23:48:31
friede,Ponca_Found,05/06/2019 23:45:28
mean_neen,davegaertner,05/06/2019 23:42:46
mean_neen,CLKCrompton,05/06/2019 23:42:46
Ponca_Found,friede,05/06/2019 23:41:06
RavynnKaMia,williamandmary,05/06/2019 23:39:39
RavynnKaMia,jlcjess,05/06/2019 23:39:39
RavynnKaMia,katecrawford,05/06/2019 23:39:39
AnnaAnthro,davegaertner,05/06/2019 23:36:24
AnnaAnthro,CLKCrompton,05/06/2019 23:36:24
jenterysayers,davegaertner,05/06/2019 23:35:15
jenterysayers,CLKCrompton,05/06/2019 23:35:15
ThomasRohrer216,RavynnKaMia,05/06/2019 23:34:32
Wrighterk,davegaertner,05/06/2019 23:32:54
Wrighterk,CLKCrompton,05/06/2019 23:32:54
friede,Ponca_Found,05/06/2019 23:25:51
friede,friede,05/06/2019 23:25:51
Ponca_Found,friede,05/06/2019 23:24:58
kate_thornhill,HeatherVHill,05/06/2019 23:21:15
Ponca_Found,friede,05/06/2019 23:17:56
Ponca_Found,Gaymerbrarian,05/06/2019 23:17:39
Ponca_Found,gati_daniella,05/06/2019 23:17:39
Ponca_Found,rebecahpulsifer,05/06/2019 23:17:39
RavynnKaMia,arungapatchka,05/06/2019 23:16:22
Real_Person_DH,arungapatchka,05/06/2019 23:16:22
friede,RavynnKaMia,05/06/2019 23:14:07
friede,dorothyk98,05/06/2019 23:14:07
friede,arungapatchka,05/06/2019 23:13:36
friede,unsf_lorekeeper,05/06/2019 23:13:07
friede,arungapatchka,05/06/2019 23:12:41
friede,quinnanya,05/06/2019 23:10:51
CLKCrompton,davegaertner,05/06/2019 23:05:25
CLKCrompton,CLKCrompton,05/06/2019 23:05:25
gati_daniella,rebecahpulsifer,05/06/2019 23:01:09
RavynnKaMia,JanelleMonae,05/06/2019 23:00:58
Ponca_Found,friede,05/06/2019 23:00:36
TwilaBakker,dgrigar,05/06/2019 22:59:33
TwilaBakker,TwilaBakker,05/06/2019 22:59:33
ShelleyBoyd3,verogomezphd,05/06/2019 22:58:13
ETCLatUVic,DHInstitute,05/06/2019 22:53:47
Indigitization,davegaertner,05/06/2019 22:39:31
Indigitization,CLKCrompton,05/06/2019 22:39:31
Laura_Estill,MeganLobay,05/06/2019 22:39:30
DHInstitute,ETCLatUVic,05/06/2019 22:37:59
dorothyk98,davegaertner,05/06/2019 22:37:42
dorothyk98,CLKCrompton,05/06/2019 22:37:42
unsf_lorekeeper,profwernimont,05/06/2019 22:37:37
arungapatchka,NatGeo,05/06/2019 22:35:40
arungapatchka,galecengage,05/06/2019 22:35:40
MCorbettWilson,kj_lanning,05/06/2019 22:34:00
MCorbettWilson,AlyssaA_DHSI,05/06/2019 22:34:00
MCorbettWilson,uvic,05/06/2019 22:34:00
arungapatchka,ExploreInside,05/06/2019 22:32:49
arungapatchka,CengageLearning,05/06/2019 22:32:49
arungapatchka,BritannicaLearn,05/06/2019 22:32:49
AlyssaA_DHSI,jbyszuk,05/06/2019 22:32:37
AlyssaA_DHSI,ETCLatUVic,05/06/2019 22:31:50
arungapatchka,CengageLearning,05/06/2019 22:30:34
arungapatchka,MHEducation,05/06/2019 22:30:34
profesoraneon,jotis13,05/06/2019 22:23:04
arungapatchka,Gaymerbrarian,05/06/2019 22:15:53
arungapatchka,Esri,05/06/2019 22:15:53
arungapatchka,UPS,05/06/2019 22:15:53
arungapatchka,Gaymerbrarian,05/06/2019 22:15:53
arungapatchka,Esri,05/06/2019 22:15:53
arungapatchka,UPS,05/06/2019 22:15:53
dgrigar,KKODonnell,05/06/2019 22:15:09
dgrigar,TwilaBakker,05/06/2019 22:14:48
Gaymerbrarian,arungapatchka,05/06/2019 22:08:23
Gaymerbrarian,Esri,05/06/2019 22:08:23
Gaymerbrarian,UPS,05/06/2019 22:08:23
arungapatchka,Esri,05/06/2019 22:02:25
arungapatchka,UPS,05/06/2019 22:02:25
Gaymerbrarian,arungapatchka,05/06/2019 22:01:11
